"id","mission_name","mission_cost","launch_time_date","rocket_company_id","mission_status_id","launch_location_id"
957,"Long March 4B | CBERS-2 & Chuangxin 1(01)",64.68,"2003-10-21 03:16:00",56,2,96
958,"Titan II(23)G | USA-172",35,"2003-10-18 16:17:00",3,2,7
959,"PSLV-G | RESOURCESAT-1 (IRS-P6)",25,"2003-10-17 04:52:00",12,2,85
960,"Long March 2F | Shenzhou 5",,"2003-10-15 01:00:00",56,2,32
961,"Zenit-3 SL | Galaxy-13",,"2003-10-01 04:02:00",52,2,8
962,"Ariane 5 G | Insat 3E, eBird-1, SMART-1",,"2003-09-27 23:14:00",13,2,37
963,"Cosmos-3M (11K65M) | STSAT 1 & Others",,"2003-09-27 06:11:00",55,2,132
964,"Titan IV(401)B | NROL-19 (Mentor)",,"2003-09-09 04:29:00",3,2,127
965,"Delta IV Medium | DSCS-3 B6",133,"2003-08-29 23:13:00",32,2,20
966,"Delta II 7920H | Spitzer Space Telescope",,"2003-08-25 05:35:00",32,2,77
967,"Cosmos-3M (11K65M) | Cosmos 2400 and 2401",,"2003-08-19 10:50:00",55,2,132
968,"Pegasus XL | SCISAT-1",40,"2003-08-13 02:09:00",21,2,28
969,"Zenit-3 SL | EchoStar 9",,"2003-08-08 00:00:00",52,2,8
970,"Atlas V 521 | Rainbow 1",135,"2003-07-17 23:45:00",5,2,106
971,"Delta II 7925H | Opportunity",,"2003-07-08 03:18:00",32,2,77
972,"Rokot/Briz KM | Monitor-E GVM & Others",41.8,"2003-06-30 14:15:00",43,2,120
973,"Pegasus XL | OrbView-3",40,"2003-06-26 18:55:00",21,2,28
974,"Molniya-M /Block ML | Molniya-3 n†­173",,"2003-06-19 20:00:00",55,2,24
975,"Ariane 5 G | Optus C1 & BSAT-2c",,"2003-06-11 22:38:00",13,2,37
976,"Delta II 7925 | Spirit",,"2003-06-10 17:58:00",32,2,36
977,"Zenit-3 SL | Thuraya-2",,"2003-06-10 13:55:00",52,2,8
978,"Cosmos-3M (11K65M) | Cosmos 2398",,"2003-06-04 19:23:00",55,2,132
979,"Soyuz FG/Fregat | Mars Express",,"2003-06-02 17:45:00",10,2,119
980,"Long March 3A | Beidou-1C",69.7,"2003-05-24 16:34:00",56,2,90
981,"Atlas V 401 | HellasSat-2",109,"2003-05-13 22:10:00",5,2,106
982,"Mu-V / M-25 | Hayabusa",,"2003-05-09 04:29:00",36,2,11
983,"GSLV Mk I | GSAT-2",47,"2003-05-08 11:28:00",12,2,85
984,"Pegasus XL | GALEX",40,"2003-04-28 12:00:00",21,2,135
985,"Atlas IIIB | AsiaSat 4",,"2003-04-12 00:47:00",5,2,18
986,"Ariane 5 G | INSAT-3A & Galaxy 12",,"2003-04-09 22:52:00",13,2,37
987,"Titan IV(401)B | Milstar DFS-6",,"2003-04-08 13:43:00",3,2,127
988,"Molniya-M /Block ML | Molniya-1T n†­172",,"2003-04-02 01:53:00",55,2,24
989,"Delta II 7925 | GPS IIR-9",,"2003-03-31 22:09:00",32,2,36
990,"H-IIA 2024 | IGS-Optical 1, IGS-Radar 1",,"2003-03-28 01:27:00",17,2,30
991,"Delta IV Medium | DSCS-3 A3",133,"2003-03-11 00:59:00",32,2,20
992,"Ariane 44L | Intelsat 907",,"2003-02-15 07:00:00",13,2,107
993,"Delta II 7925 | GPS IIR-8",,"2003-01-29 18:06:00",32,2,77
994,"Pegasus XL | SORCE",40,"2003-01-25 20:13:00",21,2,135
995,"Delta II 7320-10C | ICESat / CHIPSat",,"2003-01-13 00:45:00",32,2,94
996,"Titan II(23)G | Coriolis",35,"2003-01-06 14:19:00",3,2,7
997,"Long March 2F | Shenzhou 4",,"2002-12-29 16:40:00",56,2,32
998,"Molniya-M /Block 2BL | Cosmos 2393",,"2002-12-24 12:20:00",55,2,24
999,"Dnepr | Rubin 2 & Others",29,"2002-12-20 00:00:00",30,2,60
1000,"Ariane 44L | NSS-6",,"2002-12-17 23:04:00",13,2,107
1001,"H-IIA 202 | Midori 2, WEOS & Others",90,"2002-12-14 01:31:00",17,2,30
1002,"Atlas IIA | TDRS-J",,"2002-12-05 02:42:00",3,2,93
1003,"Cosmos-3M (11K65M) | AlSat 1, Mozhayets 4 & Rubin 3-DSI",,"2002-11-28 06:07:00",55,2,132
1004,"Space Shuttle Endeavour | STS-113",450,"2002-11-24 00:49:00",38,2,137
1005,"Delta IV Medium+ (4,2) | Eutelsat W5",164,"2002-11-20 22:39:00",32,2,20
1006,"Long March 4B | Ziyuan ll-02",64.68,"2002-10-27 03:17:00",56,2,96
1007,"Space Shuttle Atlantis | STS-112",450,"2002-10-07 19:45:00",38,2,22
1008,"Cosmos-3M (11K65M) | Nadiezhda-M n†­1",,"2002-09-26 14:27:00",55,2,132
1009,"Atlas IIAS | Hispasat 1D",,"2002-09-18 22:04:00",5,2,93
1010,"PSLV-G | C4 - MetSat-1 (Kalpana-1)",25,"2002-09-12 10:23:00",12,2,85
1011,"H-IIA 2024 | USERS & Kodama",,"2002-09-10 08:20:00",17,2,30
1012,"Ariane 44L | Intelsat 906",,"2002-09-06 06:44:00",13,2,107
1013,"Ariane 5 G | Atlantic Bird 1, MSG-1, MFD",,"2002-08-28 22:45:00",13,2,37
1014,"Atlas V 401 | Hot Bird 6",109,"2002-08-21 22:05:00",5,2,106
1015,"Cosmos-3M (11K65M) | Cosmos 2390 and 2391",,"2002-07-08 06:35:00",55,2,132
1016,"Ariane 42P | SPOT-5, IDEFIX",,"2002-07-05 23:02:00",13,2,107
1017,"Delta II 7425 | CONTOUR",,"2002-07-03 06:47:00",32,2,36
1018,"Ariane 5 G | Stellat-5 & NStar-C",,"2002-07-02 23:22:00",13,2,37
1019,"Titan II(23)G | NOAA-17",35,"2002-06-24 18:23:00",3,2,7
1020,"Rokot/Briz KM | Iridium SV97 and SV98",41.8,"2002-06-20 09:33:00",43,2,120
1021,"Zenit-3 SL | Galaxy IIIC",,"2002-06-15 22:39:00",52,2,8
1022,"Space Shuttle Endeavour | STS-111",450,"2002-06-05 21:22:00",38,2,137
1023,"Ariane 44L | Intelsat 905",,"2002-06-05 06:44:00",13,2,107
1024,"Shavit-1 | Ofek-5",,"2002-05-28 00:00:00",53,2,80
1025,"Cosmos-3M (11K65M) | Cosmos 2389",,"2002-05-28 08:14:00",55,2,132
1026,"Long March 4B | Fengyun-1D & Haiyang-1A",64.68,"2002-05-15 01:50:00",56,2,96
1027,"Delta II 7920-10C | Aqua",,"2002-05-04 09:54:00",32,2,94
1028,"Ariane 44L | NSS-7",,"2002-04-16 23:02:00",13,2,107
1029,"Space Shuttle Atlantis | STS-110",450,"2002-04-08 20:44:00",38,2,22
1030,"Molniya-M /Block 2BL | Cosmos 2388",,"2002-04-01 22:06:00",55,2,24
1031,"Ariane 44L | Astra 3A, JCSAT-8",,"2002-03-29 01:29:00",13,2,107
1032,"Long March 2F | Shenzhou 3",,"2002-03-25 14:15:00",56,2,32
1033,"Rokot/Briz KM | GRACE 1 & 2",41.8,"2002-03-17 09:21:00",43,2,120
1034,"Atlas IIA | TDRS-I",,"2002-03-08 22:59:00",3,2,93
1035,"Space Shuttle Columbia | STS-109",450,"2002-03-01 11:22:00",38,2,137
1036,"Ariane 5 G | Envisat",,"2002-03-01 01:07:00",13,2,37
1037,"Ariane 44L | Intelsat 904",,"2002-02-23 06:59:00",13,2,107
1038,"Atlas IIIB | EchoStar VII",,"2002-02-21 12:43:00",5,2,18
1039,"Delta II 7920-10C | Iridium IS-1",,"2002-02-11 17:43:00",32,2,94
1040,"Pegasus XL | RHESSI",40,"2002-02-05 20:58:00",21,2,135
1041,"H-IIA 2024 | VEP 3, Tsubasa & DASH",,"2002-02-04 02:45:00",17,2,30
1042,"Ariane 42L | Insat 3C",,"2002-01-23 23:46:00",13,2,107
1043,"Titan IV(401)B | Milstar DFS-5",,"2002-01-16 00:30:00",3,2,127
1044,"Tsyklon-3 | Cosmos 2384 to 2386 & Gonets 10 to 12",,"2001-12-28 03:24:00",55,2,89
1045,"Tsyklon-2 | Cosmos 2383",,"2001-12-21 04:00:00",55,2,91
1046,"Zenit-2 | Meteor 3M n†­1 & Others",,"2001-12-10 17:18:00",55,2,95
1047,"Delta II 7920-10C | Jason-1 / TIMED",,"2001-12-07 15:07:00",32,2,94
1048,"Space Shuttle Endeavour | STS-108",450,"2001-12-05 22:19:00",38,2,22
1049,"Ariane 44LP | DirecTV-4S",,"2001-11-27 05:59:00",13,2,107
1050,"Molniya-M /Block ML | Molniya-3 n†­171",,"2001-10-25 11:34:00",55,2,15
1051,"PSLV-G | TES, BIRD & PROBA",25,"2001-10-22 10:23:00",12,2,85
1052,"Delta II 7320-10C | QuickBird",,"2001-10-18 18:51:00",32,2,94
1053,"Atlas IIAS | NROL-12",,"2001-10-11 02:32:00",3,2,18
1054,"Titan IV(404)B | NROL-14 (KH-11 Kennen)",,"2001-10-05 21:21:00",3,2,83
1055,"Athena I | Starshine 3 & Others",,"2001-09-30 02:40:00",3,2,45
1056,"Ariane 44P | Atlantic Bird 2",,"2001-09-25 23:21:00",13,2,107
1057,"Atlas IIAS | NROL-13 (Intruder FA & 5B)",,"2001-09-09 15:25:00",3,2,10
1058,"Ariane 44L | Intelsat 902",,"2001-08-30 06:46:00",13,2,107
1059,"H-IIA 202 | VEP 2 & LRE",90,"2001-08-29 07:00:00",17,2,30
1060,"Space Shuttle Discovery | STS-105",450,"2001-08-10 21:10:00",38,2,137
1061,"Delta II 7326 | Genesis Probe",,"2001-08-08 16:13:00",32,2,36
1062,"Titan IV(402)B | DSP",,"2001-08-06 07:28:00",3,2,127
1063,"Atlas IIA | GOES-M",,"2001-07-23 07:23:00",3,2,93
1064,"Molniya-M /Block ML | Molniya-3K n†­170",,"2001-07-20 00:17:00",55,2,110
1065,"Space Shuttle Atlantis | STS-104",450,"2001-07-12 09:03:00",38,2,22
1066,"Delta II 7425-10C | WMAP",,"2001-06-30 19:46:00",32,2,36
1067,"Atlas IIAS | ICO F2",,"2001-06-19 04:41:00",5,2,18
1068,"Ariane 44L | Intelsat 901",,"2001-06-09 06:45:00",13,2,107
1069,"Cosmos-3M (11K65M) | Cosmos 2378",,"2001-06-08 15:08:00",55,2,132
1070,"Delta II 7925 | NROL-17 (GeoLITE)",,"2001-05-18 17:45:00",32,2,77
1071,"Zenit-3 SL | XM-1",,"2001-05-08 00:00:00",52,2,8
1072,"Space Shuttle Endeavour | STS-100",450,"2001-04-19 18:40:00",38,2,137
1073,"Delta II 7925 | Mars Odyssey",,"2001-04-07 15:02:00",32,2,36
1074,"Zenit-3 SL | XM-2",,"2001-03-18 22:33:00",52,2,8
1075,"Ariane 5 G | Eurobird-1 & BSat-2a",,"2001-03-08 22:51:00",13,2,37
1076,"Space Shuttle Discovery | STS-102",450,"2001-03-08 11:42:00",38,2,22
1077,"Titan IV(401)B | Milstar DFS-4",,"2001-02-27 21:20:00",3,2,127
1078,"Start-1 | Odin",,"2001-02-20 08:48:00",41,2,99
1079,"Space Shuttle Atlantis | STS-98",450,"2001-02-07 23:13:00",38,2,137
1080,"Ariane 44L | Sicral-1, Skynet 4F",,"2001-02-07 23:05:00",13,2,107
1081,"Delta II 7925 | GPS IIR-7",,"2001-01-30 07:55:00",32,2,36
1082,"Ariane 44P | Turksat 2A",,"2001-01-10 22:09:00",13,2,107
1083,"Long March 2F | Shenzhou 2",,"2001-01-09 17:00:00",56,2,32
1084,"Long March 3A | Beidou-1B",69.7,"2000-12-20 16:20:00",56,2,90
1085,"Ariane 5 G | Astra 2D, GE-8, LDREX",,"2000-12-20 00:26:00",13,2,37
1086,"Atlas IIAS | NROL-10",,"2000-12-06 02:47:00",3,2,93
1087,"Start-1 | EROS A",,"2000-12-05 12:32:00",41,2,99
1088,"Space Shuttle Endeavour | STS-97",450,"2000-11-30 03:06:00",38,2,22
1089,"Ariane 44L | Anik F1",,"2000-11-21 23:56:00",13,2,107
1090,"Delta II 7320-10C | EO-1 / SAC-C",,"2000-11-21 18:24:00",32,2,94
1091,"Ariane 5 G | PanAmSat-1R, Amsat-P3D, STRV 1C, STRV 1D",,"2000-11-16 01:07:00",13,2,37
1092,"Delta II 7925 | GPS IIR-6",,"2000-11-10 17:14:00",32,2,36
1093,"Long March 3A | Beidou-1A",69.7,"2000-10-30 16:02:00",56,2,90
1094,"Ariane 44LP | EuropeStar F1",,"2000-10-29 05:59:00",13,2,107
1095,"Zenit-3 SL | Thuraya 1",,"2000-10-21 05:51:00",52,2,8
1096,"Atlas IIA | DSCS III-B11",,"2000-10-20 00:40:00",3,2,93
1097,"Space Shuttle Discovery | STS-92",450,"2000-10-11 23:17:00",38,2,137
1098,"Pegasus | HETE 2",40,"2000-10-09 05:38:00",21,2,128
1099,"Ariane 42L | N-SAT 110",,"2000-10-06 23:00:00",13,2,107
1100,"Dnepr | Megsat 1 & Others",29,"2000-09-26 10:05:00",30,2,60
1101,"Zenit-2 | Cosmos 2372",,"2000-09-25 10:10:00",55,2,95
1102,"Titan II(23)G | NOAA-16",35,"2000-09-21 10:22:00",3,2,7
1103,"Ariane 5 G | Astra 2B & GE-7",,"2000-09-14 22:54:00",13,2,37
1104,"Space Shuttle Atlantis | STS-106",450,"2000-09-08 12:45:00",38,2,22
1105,"Ariane 44P | Eutelsat W1",,"2000-09-06 22:33:00",13,2,107
1106,"Delta III 8930 | DM F3",,"2000-08-23 11:05:00",32,2,77
1107,"Titan IV(403)B | NROL-11 (Onyx)",,"2000-08-17 23:45:00",3,2,83
1108,"Ariane 44LP | Brasilsat B4, Nilesat 102",,"2000-08-17 23:16:00",13,2,107
1109,"Zenit-3 SL | PAS 9",,"2000-07-28 22:41:00",52,2,8
1110,"Minotaur I | MightySat 2.1",40,"2000-07-19 20:09:00",21,2,74
1111,"Delta II 7925 | GPS IIR-5",,"2000-07-16 09:17:00",32,2,36
1112,"Cosmos-3M (11K65M) | CHAMP, MITA & Rubin 1",,"2000-07-15 12:00:00",55,2,132
1113,"Atlas IIAS | Echostar 6",,"2000-07-14 05:21:00",5,2,18
1114,"Atlas IIA | TDRS-H",,"2000-06-30 12:56:00",3,2,93
1115,"Cosmos-3M (11K65M) | Nadiezhda n†­9, Tsinghua-1 & SNAP-1",,"2000-06-28 10:37:00",55,2,132
1116,"Long March 3 | Fengyun-2B",,"2000-06-25 11:50:00",56,2,26
1117,"Pegasus XL | TSX-5",40,"2000-06-07 13:19:00",21,2,28
1118,"Atlas IIIA | Eutelsat W4",,"2000-05-24 23:10:00",5,2,18
1119,"Space Shuttle Atlantis | STS-101",450,"2000-05-19 10:11:00",38,2,137
1120,"Rokot/Briz KM | SimSat 1 & 2 (Iridium)",41.8,"2000-05-16 08:27:00",43,2,120
1121,"Delta II 7925 | GPS IIR-4",,"2000-05-11 01:48:00",32,2,36
1122,"Titan IV(402)B | DSP",,"2000-05-08 16:01:00",3,2,127
1123,"Atlas IIA | GOES-L",,"2000-05-03 07:07:00",3,2,93
1124,"Ariane 42L | Galaxy 4R",,"2000-04-19 00:29:00",13,2,37
1125,"Delta II 7326 | IMAGE",,"2000-03-25 20:34:00",32,2,94
1126,"Ariane 5 G | INSAT-3B & AsiaStar",,"2000-03-21 23:28:00",13,2,37
1127,"Minotaur C (Taurus) | Multispectral Thermal Imager (MTI)",45,"2000-03-12 09:29:00",21,2,123
1128,"Zenit-2 | Cosmos 2369",,"2000-03-02 09:26:00",55,2,95
1129,"Ariane 44LP | Superbird 4",,"2000-02-18 01:04:00",13,2,107
1130,"Space Shuttle Endeavour | STS-99",450,"2000-02-11 16:43:00",38,2,137
1131,"Delta II 7920-10C | Globalstar 7",,"2000-02-08 21:24:00",32,2,77
1132,"Atlas IIAS | Hispasat 1C",,"2000-02-03 23:30:00",5,2,18
1133,"Minotaur I | JAWSat",40,"2000-01-27 03:03:00",21,2,74
1134,"Long March 3A | ChinaSat-22",69.7,"2000-01-25 16:45:00",56,2,90
1135,"Ariane 42L | Galaxy 10R",,"2000-01-25 01:04:00",13,2,107
1136,"Atlas IIA | DSCS IIIB-8",,"2000-01-21 01:03:00",3,2,93
1137,"Minotaur C (Taurus) | KOMPSAT & ACRIMSAT",45,"1999-12-31 07:13:00",21,2,123
1138,"Molniya-M /Block 2BL | Cosmos 2368",,"1999-12-27 19:12:00",55,2,24
1139,"Tsyklon-2 | Cosmos 2367",,"1999-12-26 08:00:00",55,2,91
1140,"Ariane 44L | Galaxy-11",,"1999-12-22 00:50:00",13,2,107
1141,"Space Shuttle Discovery | STS-103",450,"1999-12-20 00:50:00",38,2,137
1142,"Atlas IIAS | Terra",,"1999-12-18 18:57:00",3,2,10
1143,"Titan II(23)G | USA-147",35,"1999-12-12 17:36:00",3,2,7
1144,"Ariane 5 G | XMM-Newton",,"1999-12-10 14:32:00",13,2,37
1145,"Pegasus XL/HAPS | Orbcomm D1-D8",40,"1999-12-04 18:53:00",21,2,28
1146,"Ariane 40 | Helios 1B & Cl??mentine",,"1999-12-03 16:22:00",13,2,107
1147,"Atlas IIA | UHF F10",,"1999-11-23 04:06:00",3,2,18
1148,"Long March 2F | Shenzhou 1",,"1999-11-19 22:30:00",56,2,32
1149,"Ariane 44LP | GE-4",,"1999-11-13 22:54:00",13,2,107
1150,"Ariane 44LP | Orion 2",,"1999-10-19 06:22:00",13,2,107
1151,"Long March 4B | CBERS-1 & SACI 1",64.68,"1999-10-14 03:15:00",56,2,96
1152,"Zenit-3 SL | DirecTV 1R",,"1999-10-10 00:00:00",52,2,8
1153,"Ariane 44LP | Telstar 7",,"1999-09-25 06:29:00",13,2,107
1154,"Athena II | Ikonos 1",,"1999-09-24 18:21:00",3,2,87
1155,"Atlas IIAS | Echostar 5",,"1999-09-23 06:02:00",5,2,93
1156,"Ariane 42P | Koreasat-3",,"1999-09-04 22:34:00",13,2,107
1157,"Cosmos-3M (11K65M) | Cosmos 2366",,"1999-08-26 12:02:00",55,2,132
1158,"Delta II 7420-10C | Globalstar 6",,"1999-08-17 04:37:00",32,2,77
1159,"Ariane 42P | Telkom-1",,"1999-08-12 22:52:00",13,2,107
1160,"Delta II 7925 | USA-145 (GPS IIR-3)",,"1999-08-07 12:51:00",32,2,36
1161,"Delta II 7420-10C | Globalstar 5",,"1999-07-25 07:46:00",32,2,36
1162,"Space Shuttle Columbia | STS-93",450,"1999-07-23 04:31:00",38,2,22
1163,"Zenit-2 | Okean-O n†­1",,"1999-07-17 05:37:00",55,2,95
1164,"Delta II 7420-10C | Globalstar 4",,"1999-07-10 08:45:00",32,2,77
1165,"Molniya-M /Block ML | Molniya-3 n†­169",,"1999-07-08 08:45:00",55,2,15
1166,"Delta II 7320-10C | FUSE",,"1999-06-24 15:44:00",32,2,36
1167,"Titan II(23)G | QuikSCAT",35,"1999-06-20 02:15:00",3,2,7
1168,"Long March 2C | Iridium 92 & 93",30.8,"1999-06-11 17:15:00",56,2,96
1169,"Delta II 7420-10C | Globalstar 3",,"1999-06-10 13:48:00",32,2,77
1170,"PSLV-G | IRS-P4, DLR-Tubsat, & Kitsat-3",25,"1999-05-29 11:52:00",12,2,85
1171,"Space Shuttle Discovery | STS-96",450,"1999-05-27 10:49:00",38,2,22
1172,"Titan IV(404)B | NROL-9 (Misty)",,"1999-05-22 09:36:00",3,2,83
1173,"Pegasus XL/HAPS | TERRIERS & MUBLCOM",40,"1999-05-18 05:09:00",21,2,28
1174,"Long March 4B | Fengyun 1C & Shijian-5",64.68,"1999-05-10 01:33:00",56,2,96
1175,"Cosmos-3M (11K65M) | ABRIXAS & Megsat 0",,"1999-04-28 00:00:00",55,2,52
1176,"Dnepr | UoSat 12",29,"1999-04-21 00:00:00",30,2,60
1177,"Delta II 7920-10 | Landsat 7",,"1999-04-15 18:32:00",32,2,94
1178,"Atlas IIAS | Eutelsat W3",,"1999-04-12 22:50:00",5,2,93
1179,"Ariane 42P | Insat-2E",,"1999-04-02 22:03:00",13,2,107
1180,"Zenit-3 SL | DemoSat",,"1999-03-28 00:00:00",52,2,8
1181,"Pegasus XL | WIRE",40,"1999-03-05 02:56:00",21,2,28
1182,"Ariane 44L | Arabsat-3A, Skynet 4E",,"1999-02-26 22:44:00",13,2,107
1183,"Delta II 7920-10 | ARGOS (P91-1 ARGOS), ?örsted and SUNSAT",,"1999-02-23 10:29:00",32,2,94
1184,"Atlas IIAS | JCSAT-6",,"1999-02-16 01:45:00",5,2,93
1185,"Delta II 7426 | Stardust",,"1999-02-07 21:04:00",32,2,36
1186,"Athena I | ROCSAT 1",,"1999-01-27 00:34:00",3,2,53
1187,"Delta II 7425 | Mars Polar Lander",,"1999-01-03 20:21:00",32,2,77
1188,"Cosmos-3M (11K65M) | Cosmos 2361",,"1998-12-24 20:02:00",55,2,132
1189,"Ariane 42L | Panamsat-6B",,"1998-12-22 01:08:00",13,2,107
1190,"Long March 2C | Iridium 88 & 89",30.8,"1998-12-19 11:39:00",56,2,96
1191,"Delta II 7425 | Mars Climate Orbiter",,"1998-12-11 18:45:00",32,2,36
1192,"Cosmos-3M (11K65M) | Nadiezhda n†­8 & Astrid 2",,"1998-12-10 11:57:00",55,2,132
1193,"Pegasus XL | SWAS",40,"1998-12-06 00:57:00",21,2,28
1194,"Ariane 42L | Satmex 5",,"1998-12-06 00:43:00",13,2,107
1195,"Space Shuttle Endeavour | STS-88",450,"1998-12-04 08:35:00",38,2,137
1196,"Delta II 7925 | BONUM-1",,"1998-11-22 23:54:00",32,2,77
1197,"Delta II 7920-10C | MS-11",,"1998-11-06 13:37:00",32,2,94
1198,"Space Shuttle Discovery | STS-95",450,"1998-10-29 19:19:00",38,2,22
1199,"Ariane 44L | Afristar, GE-5",,"1998-10-28 22:15:00",13,2,107
1200,"Pegasus | SCD-2",40,"1998-10-22 00:02:00",21,2,135
1201,"Ariane 5 G | MaqSat 3 & ARD",,"1998-10-21 16:37:00",24,2,37
1202,"Atlas IIA | UHF F9",,"1998-10-20 07:19:00",3,2,93
1203,"Atlas IIA | Hot Bird 5",,"1998-10-09 22:50:00",5,2,18
1204,"Ariane 44L | Eutelsat W2, Sirius-3",,"1998-10-05 22:51:00",13,2,107
1205,"Minotaur C (Taurus) | STEX (NROL-8)",45,"1998-10-03 10:04:00",21,2,123
1206,"Molniya-M /Block ML | Molniya-1T n†­168",,"1998-09-28 23:41:00",55,2,15
1207,"Pegasus XL/HAPS | Orbcomm C1 - C8",40,"1998-09-23 05:06:00",21,2,23
1208,"Ariane 44LP | Panamsat-7",,"1998-09-16 06:31:00",13,2,107
1209,"Delta II 7920-10C | MS-10",,"1998-09-08 21:13:00",32,2,94
1210,"Ariane 44P | ST-1",,"1998-08-25 23:07:00",13,2,107
1211,"Delta II 7920-10C | Deep Space 1",,"1998-08-24 12:08:00",32,2,94
1212,"Long March 2C | Iridium 76 & 78",30.8,"1998-08-19 23:01:00",56,2,96
1213,"Molniya-M /Block ML | Molniya-1 n†­133",,"1998-08-12 12:53:00",28,2,113
1214,"Pegasus XL/HAPS | Orbcomm B1 - B8",40,"1998-08-02 16:24:00",21,2,23
1215,"Zenit-2 | Cosmos 2360",,"1998-07-28 09:15:00",55,2,95
1216,"Zenit-2 | Resurs-O1 n†­4 & Others",,"1998-07-10 06:30:00",55,2,95
1217,"Shtil' | Tubsat",,"1998-07-07 03:15:00",54,2,125
1218,"Mu-V / M-24 | Nozomi",,"1998-07-03 18:12:00",36,2,11
1219,"Molniya-M /Block ML | Molniya-3 n†­167",,"1998-07-01 00:48:00",55,2,15
1220,"Atlas IIAS | Intelsat 805",,"1998-06-18 22:48:00",5,2,93
1221,"Long March 3B | SinoSat 1",,"1998-06-18 09:20:00",56,2,90
1222,"Delta II 7925 | Thor III",,"1998-06-10 00:35:00",32,2,36
1223,"Space Shuttle Discovery | STS-91",450,"1998-06-02 22:06:00",38,2,137
1224,"Long March 3B | ChinaStar 1",,"1998-05-30 10:00:00",56,2,90
1225,"Delta II 7920-10C | MS-9",,"1998-05-17 21:16:00",32,2,94
1226,"Titan II(23)G | NOAA-15",35,"1998-05-13 15:52:00",3,2,7
1227,"Titan IV(401)B | NROL-6 (Mentor)",,"1998-05-09 01:38:00",3,2,127
1228,"Molniya-M /Block 2BL | Cosmos 2351",,"1998-05-07 08:53:00",55,2,24
1229,"Long March 2C | Iridium 69 & 71",30.8,"1998-05-02 09:16:00",56,2,96
1230,"Ariane 44P | Nilesat-101, BSAT-1B",,"1998-04-28 22:53:00",13,2,107
1231,"Delta II 7920-10C | Globalstar-2",,"1998-04-24 22:38:00",32,2,36
1232,"Space Shuttle Columbia | STS-90",450,"1998-04-17 18:19:00",38,2,22
1233,"Pegasus XL | TRACE",40,"1998-04-02 16:24:00",21,2,28
1234,"Delta II 7920-10C | MS-8",,"1998-03-30 06:02:00",32,2,94
1235,"Long March 2C | Iridium 51 & 61",30.8,"1998-03-25 17:01:00",56,2,96
1236,"Ariane 40 | SPOT-4",,"1998-03-24 01:46:00",13,2,107
1237,"Atlas II | UHF F8",,"1998-03-16 21:32:00",3,2,93
1238,"Atlas IIAS | Intelsat 806",,"1998-02-28 00:21:00",5,2,18
1239,"Ariane 42P | Hot Bird 4",,"1998-02-27 22:38:00",13,2,107
1240,"Pegasus XL | SNOE & BATSAT",40,"1998-02-26 07:07:00",21,2,23
1241,"Delta II 7920-10C | MS-7",,"1998-02-18 13:58:00",32,2,94
1242,"Delta II 7420-10C | Globalstar-1",,"1998-02-14 14:24:00",32,2,36
1243,"Minotaur C (Taurus) | GFO & Orbcomm 11 and 12",45,"1998-02-10 13:20:00",21,2,123
1244,"Ariane 44LP | Brasilsat B3, Inmarsat-3 F5",,"1998-02-04 23:29:00",13,2,107
1245,"Atlas IIA | NROL-5/SDS",,"1998-01-29 18:37:00",3,2,93
1246,"Space Shuttle Endeavour | STS-89",450,"1998-01-22 02:48:00",38,2,137
1247,"Delta II 7925 | Skynet 4D",,"1998-01-10 00:32:00",32,2,77
1248,"Athena II | Lunar Prospector",,"1998-01-07 02:28:00",3,2,53
1249,"Start-1 | Earlybird 1",,"1997-12-24 13:32:00",41,2,99
1250,"Pegasus XL/HAPS | Orbcomm A1-A8",40,"1997-12-23 19:11:00",21,2,23
1251,"Ariane 42L | Intelsat 804",,"1997-12-22 00:16:00",13,2,107
1252,"Delta II 7920-10C | MS-6",,"1997-12-20 13:16:00",32,2,94
1253,"Ariane 44L | Sirius-2, Cakrawarta-1",,"1997-12-12 21:48:00",13,2,107
1254,"Tsyklon-2 | Cosmos 2347",,"1997-12-09 07:17:00",55,2,91
1255,"Atlas IIAS | Galaxy 8i",,"1997-12-08 23:52:00",5,2,18
1256,"Long March 2C | Iridium 42 & 44",30.8,"1997-12-08 07:16:00",56,2,96
1257,"Ariane 44P | JCSAT-5, Equator S",,"1997-12-02 22:52:00",13,2,107
1258,"H-II | TRMM & Orihime/Hikoboshi",,"1997-11-27 21:27:00",17,2,30
1259,"Space Shuttle Columbia | STS-87",450,"1997-11-19 19:46:00",38,2,22
1260,"Delta II 7920-10C | MS-5",,"1997-11-09 01:34:00",32,2,94
1261,"Titan IV(401)A | NROL-4 (Trumpet)",,"1997-11-08 02:05:00",3,2,106
1262,"Delta II 7925 | USA-134 (GPS IIA-19)",,"1997-11-06 00:30:00",32,2,36
1263,"Atlas IIA | DSCS IIIB-13",,"1997-10-25 00:46:00",3,2,93
1264,"Titan IV(403)A | NROL-3 (Lacrosse)",,"1997-10-24 02:32:00",3,2,83
1265,"Pegasus XL | STEP-4",40,"1997-10-22 13:13:00",21,2,23
1266,"Long March 3B | Apstar 2R",,"1997-10-16 19:13:00",56,2,90
1267,"Titan IV(401)B | Cassini???Huygens",,"1997-10-15 08:43:00",3,2,127
1268,"Atlas IIAS | Echostar 3",,"1997-10-05 21:01:00",5,2,18
1269,"Delta II 7920-10C | MS-4",,"1997-09-27 01:23:00",32,2,94
